original,phonetic,syllables,syl_number,word_len
берәр,берәр,CV-SVS,2,5
улымы,улымы,V-SV-SV,3,5
яки,jәки,SV-CV,2,4
кызымы,кызымы,CV-CV-SV,3,6
балалары,балалары,CV-SV-SV-SV,4,8
белән,белән,CV-SVS,2,5
кайтып,каjтып,CVS-CVC,2,6
китәргә,китәргә,CV-CVS-CV,3,7
тиеш,тиjеш,CV-SVC,2,5
аның,аның,V-SVS,2,4
шулай,шулаj,CV-SVS,2,5
көйләнде,көjләнде,CVS-SVS-CV,3,8
инде,инде,VS-CV,2,4
карчыкның,карчыкның,CVS-CVC-SVS,3,9
тормышы,тормышы,CVS-SV-CV,3,7
асылда,асылда,V-CVS-CV,3,6
җәйнең,җәjнең,CVS-SVS,2,6
бер,бер,CVS,1,3
атна,атна,VC-SV,2,4
ун,ун,VS,1,2
көне,көне,CV-SV,2,4
өчен,өчен,V-CVS,2,4
генә,генә,CV-SV,2,4
яши,jәши,SV-CV,2,4
ул,ул,VS,1,2
һәм,һәм,CVS,1,3
ел,jыл,SVS,1,3
буе,буjы,CV-SV,2,4
диярлек,диjәрлек,CV-SVS-SVC,3,8
тик,тик,CVC,1,3
шуңа,шуңа,CV-SV,2,4
әзерләнә,әзерләнә,V-CVS-SV-SV,4,8
маен,маjын,SV-SVS,2,5
күкәен,күкәjен,CV-CV-SVS,3,6
дә,дә,CV,1,2
шул,шул,CVS,1,3
көнгә,көнгә,CVS-CV,2,5
дип,дип,CVC,1,3
җыя,җыjа,CV-SV,2,4
итен,итен,V-CVS,2,4
казылыгын,казылыгын,CV-CV-SV-CVS,4,9
да,да,CV,1,2
балаларым,балаларым,CV-SV-SV-SVS,4,9
өчен,өчен,V-CVS,2,4
дип,дип,CVC,1,3
каклый,каклыj,CVC-SVS,2,6
шомыртын,шомыртын,CV-SVS-CVS,3,8
эремчеген,эремчеген,V-SVS-CV-CVS,4,9
коротын,коротын,CV-SV-CVS,3,7
да,да,CV,1,2
шулар,шулар,CV-SVS,2,5
өчен,өчен,V-CVS,2,4
киптереп,киптереп,CVC-CV-SVC,3,8
куя,куjа,CV-SV,2,4
бигрәк,бигрәк,CVC-SVC,2,6
тә,тә,CV,1,2
оныкларын,оныкларын,V-SVC-SV-SVS,4,9
бик,бик,CVC,1,3
сагына,сагына,CV-CV-SV,3,6
карчык,карчык,CVS-CVC,2,6
шулар,шулар,CV-SVS,2,5
кайтса,каjтса,CVSC-CV,2,6
инде,инде,VS-CV,2,4
куанычы,куанычы,CV-V-SV-CV,4,7
эченә,эченә,V-CV-SV,3,5
сыймый,сыjмыj,CVS-SVS,2,6
бөтен,бөтен,CV-CVS,2,5
дөньясын,дөнjасын,CVS-SV-CVS,3,8
оныта,оныта,V-SV-CV,3,5
үзе,үзе,V-CV,2,3
дә,дә,CV,1,2
бер,бер,CVS,1,3
бәйрәм,бәjрәм,CVS-SVS,2,6
итеп,итеп,V-CVC,2,4
кала,кала,CV-SV,2,4
бичара,бичара,CV-CV-SV,3,6
тик,тик,CVC,1,3
бу,бу,CV,1,2
бәләкәчләрнең,бәләкәчләрнең,CV-SV-CVC-SVS-SVS,5,13
әти,әти,V-CV,2,3
әниләре,әниләре,V-SV-SV-SV,4,7
карчык,карчык,CVS-CVC,2,6
янына,jанына,SV-SV-SV,3,6
гадәттә,гадәттә,CV-CVC-CV,3,7
бик,бик,CVC,1,3
кыска,кыска,CVC-CV,2,5
вакытка,wакытка,SV-CVC-CV,3,7
гына,гына,CV-SV,2,4
кайталар,каjталар,CVS-CV-SVS,3,8
алар,алар,V-SVS,2,4
ни,ни,SV,1,2
хикмәттер,хикмәттер,CVC-SVC-CVS,3,9
гел,гел,CVS,1,3
ашыгалар,ашыгалар,V-CV-CV-SVS,4,8
кайсының,каjсының,CVS-CV-SVS,3,8
эше,эше,V-CV,2,3
көтә,көтә,CV-CV,2,4
кайсының,каjсының,CVS-CV-SVS,3,8
курортка,курортка,CV-SVSC-CV,3,8
китәсе,китәсе,CV-CV-CV,3,6
була,була,CV-SV,2,4
аннары,аннары,VS-SV-SV,3,6
балаларыбыз,балаларыбыз,CV-SV-SV-SV-CVC,5,11
авыл,аwыл,V-SVS,2,4
җирендә,җирендә,CV-SVS-CV,3,7
авырып,аwырып,V-SV-SVC,3,6
нитеп,нитеп,SV-CVC,2,5
китә,китә,CV-CV,2,4
күрмәсен,күрмәсен,CVS-SV-CVS,3,8
дип,дип,CVC,1,3
куркалар,куркалар,CVS-CV-SVS,3,8
да,да,CV,1,2
булса,булса,CVS-CV,2,5
кирәк,кирәк,CV-SVC,2,5
кыскасы,кыскасы,CVC-CV-CV,3,7
бер,бер,CVS,1,3
атна,атна,VC-SV,2,4
торгач,торгач,CVS-CVC,2,6
та,та,CV,1,2
карчыкның,карчыкның,CVS-CVC-SVS,3,9
бик,бик,CVC,1,3
тилмереп,тилмереп,CVS-SV-SVC,3,8
соравына,сораwына,CV-SV-SV-SV,4,8
карамастан,карамастан,CV-SV-SVC-CVS,4,10
юатыр,jуатыр,SV-V-CVS,3,6
өчен,өчен,V-CVS,2,4
кулына,кулына,CV-SV-SV,3,6
мул,мул,SVS,1,3
гына,гына,CV-SV,2,4
акча,акча,VC-CV,2,4
тоттырып,тоттырып,CVC-CV-SVC,3,8
вәгъдәләр,wәгдәләр,SVC-CV-SVS,3,8
биргән,биргән,CVS-CVS,2,6
булып,булып,CV-SVC,2,5
китеп,китеп,CV-CVC,2,5
тә,тә,CV,1,2
баралар,баралар,CV-SV-SVS,3,7
шулай,шулаj,CV-SVS,2,5
итеп,итеп,V-CVC,2,4
ел,jыл,SVS,1,3
буе,буjы,CV-SV,2,4
көтеп,көтеп,CV-CVC,2,5
алган,алган,VS-CVS,2,5
санаулы,санаwлы,CV-SVS-SV,3,7
көннәр,көннәр,CVS-SVS,2,6
төш,төш,CVC,1,3
кебек,кебек,CV-CVC,2,5
кенә,кенә,CV-SV,2,4
үтә,үтә,V-CV,2,3
дә,дә,CV,1,2
китә,китә,CV-CV,2,4
аннары,аннары,VS-SV-SV,3,6
тагын,тагын,CV-CVS,2,5
шул,шул,CVS,1,3
кыска,кыска,CVC-CV,2,5
гына,гына,CV-SV,2,4
тансык,тансык,CVS-CVC,2,6
төшнең,төшнең,CVC-SVS,2,6
яңадан,jаңадан,SV-SV-CVS,3,7
иңүен,иңүен,V-SV-VS,3,5
көткәндәй,көткәндәj,CVC-CVS-CVS,3,9
озын,озын,V-CVS,2,4
йокыга,jокыга,SV-CV-CV,3,6
охшашлы,охшашлы,VC-CVC-SV,3,7
ялгыз,jалгыз,SVS-CVC,2,6
гына,гына,CV-SV,2,4
яшәү,jәшәw,SV-CVS,2,5
башлана,башлана,CVC-SV-SV,3,7
нишлисең,нишлисең,SVC-SV-CVS,3,8
заманасы,заманасы,CV-SV-SV-CV,4,8
шулай,шулаj,CV-SVS,2,5
туры,туры,CV-SV,2,4
килде,килде,CVS-CV,2,5
инде,инде,VS-CV,2,4
акъәбинең,акәбинең,V-CV-CV-SVS,4,8
сабый,сабыj,CV-CVS,2,5
чактан,чактан,CVC-CVS,2,6
исән,исән,V-CVS,2,4
калган,калган,CVS-CVS,2,6
балалары,балалары,CV-SV-SV-SV,4,8
үсә,үсә,V-CV,2,3
тордылар,тордылар,CVS-CV-SVS,3,8
күрше,күрше,CVS-CV,2,5
авылның,аwылның,V-SVS-SVS,3,7
урта,урта,VS-CV,2,4
мәктәбен,мәктәбен,SVC-CV-CVS,3,8
бетерә,бетерә,CV-CV-SV,3,6
тордылар,тордылар,CVS-CV-SVS,3,8
һәркайсы,һәркаjсы,CVS-CVS-CV,3,8
канат,канат,CV-SVC,2,5
чыгарган,чыгарган,CV-CVS-CVS,3,8
кош,кош,CVC,1,3
кебек,кебек,CV-CVC,2,5
юлкотлыдан,jулкотлыдан,SVS-CVC-SV-CVS,4,11
еракка,jыракка,SV-SVC-CV,3,7
оча,оча,V-CV,2,3
торды,торды,CVS-CV,2,5
хәзерге,хәзерге,CV-CVS-CV,3,7
вакытта,wакытта,SV-CVC-CV,3,7
бер,бер,CVS,1,3
улы,улы,V-SV,2,3
белән,белән,CV-SVS,2,5
бер,бер,CVS,1,3
кызы,кызы,CV-CV,2,4
өфедә,өфедә,V-CV-CV,3,5
яшиләр,jәшиләр,SV-CV-SVS,3,7
тагын,тагын,CV-CVS,2,5
бер,бер,CVS,1,3
кызы,кызы,CV-CV,2,4
врач,врач,CSVC,1,4
булып,булып,CV-SVC,2,5
чыкканы,чыкканы,CVC-CV-SV,3,7
пермь,перм,CVSS,1,4
өлкәсендә,өлкәсендә,VS-CV-CVS-CV,4,9
тора,тора,CV-SV,2,4
ә,ә,V,1,1
иң,иң,VS,1,2
кече,кече,CV-CV,2,4
малае,малаjы,SV-SV-SV,3,6
институтны,институтны,VSC-CV-CVC-SV,4,10
бетергәч,бетергәч,CV-CVS-CVC,3,8
казакъстанга,казакстанга,CV-CVCC-CVS-CV,4,11
җибәрелгән,җибәрелгән,CV-CV-SVS-CVS,4,10
иде,иде,V-CV,2,3
шунда,шунда,CVS-CV,2,5
исеме,исеме,V-CV-SV,3,5
дә,дә,CV,1,2
билгесез,билгесез,CVS-CV-CVC,3,8
бер,бер,CVS,1,3
шәһәрдә,шәһәрдә,CV-CVS-CV,3,7
кемдер,кемдер,CVS-CVS,2,6
булып,булып,CV-SVC,2,5
эшли,эшли,VC-SV,2,4
өфедәге,өфедәге,V-CV-CV-CV,4,7
иң,иң,VS,1,2
зур,зур,CVS,1,3
улы,улы,V-SV,2,3
суфиян,суфиjан,CV-CV-SVS,3,7
хәзер,хәзер,CV-CVS,2,5
инде,инде,VS-CV,2,4
отставкага,отставкага,VC-CCVC-CV-CV,4,10
чыккан,чыккан,CVC-CVS,2,6
полковник,полковник,CVS-CVC-SVC,3,9
ә,ә,V,1,1
кызы,кызы,CV-CV,2,4
гөлбикә,гөлбикә,CVS-CV-CV,3,7
фәнни,фәнни,CVS-SV,2,5
институтларның,институтларның,VSC-CV-CVC-SVS-SVS,5,14
берсендә,берсендә,CVS-CVS-CV,3,8
гыйльми,гыjлми,CVSS-SV,2,6
эштә,эштә,VC-CV,2,4
кияве,киjәwе,CV-SV-SV,3,6
исә,исә,V-CV,2,3
аның,аның,V-SVS,2,4
чакмагош,чакмагош,CVC-SV-CVC,3,8
башкорты,башкорты,CVC-CVS-CV,3,8
зур,зур,CVS,1,3
җаваплы,җаwаплы,CV-SVC-SV,3,7
урында,урында,V-SVS-CV,3,6
утыра,утыра,V-CV-SV,3,5
кыскасы,кыскасы,CVC-CV-CV,3,7
барысы,барысы,CV-SV-CV,3,6
да,да,CV,1,2
зур,зур,CVS,1,3
кешеләр,кешеләр,CV-CV-SVS,3,7
булып,булып,CV-SVC,2,5
беттеләр,беттеләр,CVC-CV-SVS,3,8
кайсы,каjсы,CVS-CV,2,5
галим,галим,CV-SVS,2,5
кайсы,каjсы,CVS-CV,2,5
инженер,инженер,VS-CV-SVS,3,7
кайсы,каjсы,CVS-CV,2,5
врач,врач,CSVC,1,4
борын,борын,CV-SVS,2,5
заманда,заманда,CV-SVS-CV,3,7
бер,бер,CVS,1,3
ата,ата,V-CV,2,3
анадан,анадан,V-SV-CVS,3,6
түгел,түгел,CV-CVS,2,5
бөтен,бөтен,CV-CVS,2,5
өязеннән,өjәзеннән,V-SV-CVS-SVS,4,9
бу,бу,CV,1,2
кадәр,кадәр,CV-CVS,2,5
укымышлы,укымышлы,V-CV-SVC-SV,4,8
башкорт,башкорт,CVC-CVSC,2,7
чыкмагандыр,чыкмагандыр,CVC-SV-CVS-CVS,4,11
акъәби,акәби,V-CV-CV,3,5
үзе,үзе,V-CV,2,3
кыз,кыз,CVC,1,3
чагында,чагында,CV-CVS-CV,3,7
башкорттан,башкорттан,CVC-CVSC-CVS,3,10
яки,jәки,SV-CV,2,4
татардан,татардан,CV-CVS-CVS,3,8
доктор,доктор,CVC-CVS,2,6
барлыгын,барлыгын,CVS-SV-CVS,3,8
ишеткәне,ишеткәне,V-CVC-CV-SV,4,8
дә,дә,CV,1,2
юк,jук,SVC,1,3
иде,иде,V-CV,2,3
әле,әле,V-SV,2,3
дә,дә,CV,1,2
хәтерли,хәтерли,CV-CVS-SV,3,7
элек,элек,V-SVC,2,4
авылда,аwылда,V-SVS-CV,3,6
берәрсенең,берәрсенең,CV-SVS-CV-SVS,4,10
теше,теше,CV-CV,2,4
сызласа,сызласа,CVC-SV-CV,3,7
моннан,моннан,SVS-SVS,2,6
унсигез,унсигез,VS-CV-CVC,3,7
чакрымдагы,чакрымдагы,CVC-SVS-CV-CV,4,10
чуваш,чуваш,CV-CVC,2,5
авылына,аwылына,V-SV-SV-SV,4,7
тәмәке,тәмәке,CV-SV-CV,3,6
алып,алып,V-SVC,2,4
кайтыр,каjтыр,CVS-CVS,2,6
очен,очен,V-CVS,2,4
ат,ат,VC,1,2
мендереп,мендереп,SVS-CV-SVC,3,8
кеше,кеше,CV-CV,2,4
чаптыра,чаптыра,CVC-CV-SV,3,7
торганнар,торганнар,CVS-CVS-SVS,3,9
иде,иде,V-CV,2,3
булган,булган,CVS-CVS,2,6
заманнар,заманнар,CV-SVS-SVS,3,8
юк,jук,SVC,1,3
аның,аның,V-SVS,2,4
балаларына,балаларына,CV-SV-SV-SV-SV,5,10
килде,килде,CVS-CV,2,5
инде,инде,VS-CV,2,4
бәхет,бәхет,CV-CVC,2,5
килде,килде,CVS-CV,2,5
әйтәсе,әjтәсе,VS-CV-CV,3,6
дә,дә,CV,1,2
түгел,түгел,CV-CVS,2,5
тик,тик,CVC,1,3
менә,менә,SV-SV,2,4
бик,бик,CVC,1,3
бәхетле,бәхетле,CV-CVC-SV,3,7
булып,булып,CV-SVC,2,5
киткән,киткән,CVC-CVS,2,6
балалары,балалары,CV-SV-SV-SV,4,8
аңардан,аңардан,V-SVS-CVS,3,7
ничектер,ничектер,SV-CVC-CVS,3,8
шактый,шактыj,CVC-CVS,2,6
ераклаштылар,jыраклаштылар,SV-SVC-SVC-CV-SVS,5,13
шикелле,шикелле,CV-CVS-SV,3,7
зарланса,зарланса,CVS-SVS-CV,3,8
язык,jазык,SV-CVC,2,5
булыр,булыр,CV-SVS,2,5
карыйлар,карыjлар,CV-SVS-SVS,3,8
ярдәмнәреннән,jәрдәмнәреннән,SVS-CVS-SV-SVS-SVS,5,14
ташламыйлар,ташламыjлар,CVC-SV-SVS-SVS,4,11
рәхмәт,рәхмәт,SVC-SVC,2,6
үзләренә,үзләренә,VC-SV-SV-SV,4,8
тик,тик,CVC,1,3
шулай,шулаj,CV-SVS,2,5
да,да,CV,1,2
карчык,карчык,CVS-CVC,2,6
борчылып,борчылып,CVS-CV-SVC,3,8
уйламыйча,уjламыjча,VS-SV-SVS-CV,4,9
булдыра,булдыра,CVS-CV-SV,3,7
алмый,алмыj,VS-SVS,2,5
туган,туган,CV-CVS,2,5
җирләрен,җирләрен,CVS-SV-SVS,3,8
дә,дә,CV,1,2
кечкенә,кечкенә,CVC-CV-SV,3,7
юлкотлыны,jулкотлыны,SVS-CVC-SV-SV,4,10
да,да,CV,1,2
аталарыннан,аталарыннан,V-CV-SV-SVS-SVS,5,11
калган,калган,CVS-CVS,2,6
нигезне,нигезне,SV-CVC-SV,3,7
дә,дә,CV,1,2
алар,алар,V-SVS,2,4
бөтенләй,бөтенләj,CV-CVS-SVS,3,8
онытып,онытып,V-SV-CVC,3,6
баралар,баралар,CV-SV-SVS,3,7
кебек,кебек,CV-CVC,2,5
уйлары,уjлары,VS-SV-SV,3,6
да,да,CV,1,2
күңелләре,күңелләре,CV-SVS-SV-SV,4,9
дә,дә,CV,1,2
бүтәндә,бүтәндә,CV-CVS-CV,3,7
булса,булса,CVS-CV,2,5
кирәк,кирәк,CV-SVC,2,5
менә,менә,SV-SV,2,4
зур,зур,CVS,1,3
улы,улы,V-SV,2,3
суфиян,суфиjан,CV-CV-SVS,3,7
күпме,күпме,CVC-SV,2,5
ил,ил,VS,1,2
гизде,гизде,CVC-CV,2,5
нинди,нинди,SVS-CV,2,5
зур,зур,CVS,1,3
дәрәҗәгә,дәрәҗәгә,CV-SV-CV-CV,4,8
иреште,иреште,V-SVC-CV,3,6
олайды,олаjды,V-SVS-CV,3,6
үзенең,үзенең,V-CV-SVS,3,6
дә,дә,CV,1,2
ул,ул,VS,1,2
кызлары,кызлары,CVC-SV-SV,3,7
үсеп,үсеп,V-CVC,2,4
җитте,җитте,CVC-CV,2,5
инде,инде,VS-CV,2,4
хәзер,хәзер,CV-CVS,2,5
беркайда,беркаjда,CVS-CVS-CV,3,8
да,да,CV,1,2
эшләми,эшләми,VC-SV-SV,3,6
зур,зур,CVS,1,3
пенсия,пенсиjә,CVS-CV-SV,3,7
ала,ала,V-SV,2,3
машинасы,машинасы,SV-CV-SV-CV,4,8
бар,бар,CVS,1,3
аңа,аңа,V-SV,2,3
бит,бит,CVC,1,3
юлкотлыга,jулкотлыга,SVS-CVC-SV-CV,4,10
ешрак,jышрак,SVC-SVC,2,6
кайтса,каjтса,CVSC-CV,2,6
да,да,CV,1,2
була,була,CV-SV,2,4
хәзер,хәзер,CV-CVS,2,5
ләкин,ләкин,SV-CVS,2,5
нишләтәсең,нишләтәсең,SVC-SV-CV-CVS,4,10
аны,аны,V-SV,2,3
һаман,һаман,CV-SVS,2,5
вакытым,wакытым,SV-CV-CVS,3,7
юк,jук,SVC,1,3
дип,дип,CVC,1,3
зарлана,зарлана,CVS-SV-SV,3,7
ниндидер,ниндидер,SVS-CV-CVS,3,8
комиссияләрдә,комиссиjаләрдә,CV-SVC-CV-SV-SVS-CV,6,14
эшләп,эшләп,VC-SVC,2,5
йөри,jөри,SV-SV,2,4
кышын,кышын,CV-CVS,2,5
бер,бер,CVS,1,3
ике,ике,V-CV,2,3
айга,аjга,VS-CV,2,4
курортка,курортка,CV-SVSC-CV,3,8
китә,китә,CV-CV,2,4
йә,jә,SV,1,2
булмаса,булмаса,CVS-SV-CV,3,7
үзе,үзе,V-CV,2,3
кебек,кебек,CV-CVC,2,5
погоннарын,погоннарын,CV-CVS-SV-SVS,4,10
салган,салган,CVS-CVS,2,6
полковниклар,полковниклар,CVS-CVC-SVC-SVS,4,12
белән,белән,CV-SVS,2,5
төннәр,төннәр,CVS-SVS,2,6
буе,буjы,CV-SV,2,4
карта,карта,CVS-CV,2,5
сугып,сугып,CV-CVC,2,5
утыра,утыра,V-CV-SV,3,5
ә,ә,V,1,1
җәйгә,җәjгә,CVS-CV,2,5
чыккач,чыккач,CVC-CVC,2,6
машинасына,машинасына,SV-CV-SV-CV-SV,5,10
хатынын,хатынын,CV-CV-SVS,3,7
бала,бала,CV-SV,2,4
чагаларын,чагаларын,CV-CV-SV-SVS,4,9
утырта,утырта,V-CVS-CV,3,6
да,да,CV,1,2
йә,jә,SV,1,2
кырымга,кырымга,CV-SVS-CV,3,7
йә,jә,SV,1,2
хатынының,хатынының,CV-CV-SV-SVS,4,9
урыс,урыс,V-SVC,2,4
туганнарына,туганнарына,CV-CVS-SV-SV-SV,5,11
саратовка,саратовка,CV-SV-CVC-CV,4,9
китеп,китеп,CV-CVC,2,5
бара,бара,CV-SV,2,4
суфиян,суфиjан,CV-CV-SVS,3,7
сугышка,сугышка,CV-CVC-CV,3,7
чаклы,чаклы,CVC-SV,2,5
ук,ук,VC,1,2
әле,әле,V-SV,2,3
саратовта,саратовта,CV-SV-CVC-CV,4,9
хезмәт,хезмәт,CVC-SVC,2,6
иткән,иткән,VC-CVS,2,5
чагында,чагында,CV-CVS-CV,3,7
марҗа,марҗа,SVS-CV,2,5
кызына,кызына,CV-CV-SV,3,6
өйләнгән,өjләнгән,VS-SVS-CVS,3,8
иде,иде,V-CV,2,3
һәм,һәм,CVS,1,3
акъәбинең,акәбинең,V-CV-CV-SVS,4,8
ул,ул,VS,1,2
чакта,чакта,CVC-CV,2,5
моңа,моңа,SV-SV,2,4
күңеле,күңеле,CV-SV-SV,3,6
бик,бик,CVC,1,3
тә,тә,CV,1,2
сыкранган,сыкранган,CVC-SVS-CVS,3,9
иде,иде,V-CV,2,3
ә,ә,V,1,1
каладан,каладан,CV-SV-CVS,3,7
йөз,jөз,SVC,1,3
егерме,jегерме,SV-CVS-SV,3,7
чакрымда,чакрымда,CVC-SVS-CV,3,8
гына,гына,CV-SV,2,4
торган,торган,CVS-CVS,2,6
юлкотлы,jулкотлы,SVS-CVC-SV,3,8
читтә,читтә,CVC-CV,2,5
кала,кала,CV-SV,2,4
әнисе,әнисе,V-SV-CV,3,5
карчыкның,карчыкның,CVS-CVC-SVS,3,9
алар,алар,V-SVS,2,4
өчен,өчен,V-CVS,2,4
генә,генә,CV-SV,2,4
дип,дип,CVC,1,3
саклаган,саклаган,CVC-SV-CVS,3,8
казлары,казлары,CVC-SV-SV,3,7
келәтендә,келәтендә,CV-SV-CVS-CV,4,9
шул,шул,CVS,1,3
килеш,килеш,CV-SVC,2,5
эленеп,эленеп,V-SV-SVC,3,6
тора,тора,CV-SV,2,4
полковникның,полковникның,CVS-CVC-SVC-SVS,4,12
кереп,кереп,CV-SVC,2,5
туган,туган,CV-CVS,2,5
авылын,аwылын,V-SV-SVS,3,6
күрергә,күрергә,CV-SVS-CV,3,7
һәм,һәм,CVS,1,3
әнисен,әнисен,V-SV-CVS,3,6
куандырырга,куандырырга,CV-VS-CV-SVS-CV,5,11
вакыты,wакыты,SV-CV-CV,3,6
да,да,CV,1,2
җае,җаjы,CV-SV,2,4
да,да,CV,1,2
табылмый,табылмыj,CV-CVS-SVS,3,8
ничек,ничек,SV-CVC,2,5
моңа,моңа,SV-SV,2,4
күңел,күңел,CV-SVS,2,5
сыкранмасын,сыкранмасын,CVC-SVS-SV-CVS,4,11
ди,ди,CV,1,2
